;Unnamed: 0;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
10045;10045;masculino;industria;fabrica de;guayabal;2;15.0;24/10/2018;7800000.0;microempresarial
10046;10046;femenino;industria;fabrica de;moravia;1;4.0;25/01/2017;5000000.0;microempresarial
10047;10047;masculino;industria;fabrica de;20 de julio;1;13.0;22/11/2016;5000000.0;microempresarial
10048;10048;femenino;industria;tienda;manrique central no. 2;1;3.0;23/08/2016;6000000.0;microempresarial
10049;10049;masculino;comercio;fabrica de alimentos;enciso;2;8.0;24/09/2018;5000000.0;microempresarial
10050;10050;femenino;comercio;cafe e internet;cabecera san cristobal;3;60.0;19/10/2016;2000000.0;microempresarial
10051;10051;femenino;industria;fabrica de;playon de los ;1;2.0;14/09/2016;4000000.0;microempresarial
10052;10052;femenino;comercio;comidas rapidas;castilla;3;5.0;28/11/2018;7800000.0;microempresarial
10053;10053;masculino;industria;carpinteria;robledo;2;7.0;17/05/2018;7800000.0;microempresarial
10055;10055;masculino;comercio;tienda;castilla;3;5.0;22/03/2018;3000000.0;microempresarial
10057;10057;masculino;servicio;mantenimiento en;robledo;2;7.0;6/09/2017;7000000.0;microempresarial
10058;10058;femenino;comercio;comidas rapidas;villa niza;2;2.0;11/04/2018;2000000.0;microempresarial
10059;10059;femenino;industria;fabrica de;san javier no.1;3;13.0;7/02/2018;7800000.0;microempresarial
10060;10060;femenino;servicio;peluqueria;robledo;2;7.0;30/01/2018;6000000.0;microempresarial
10061;10061;femenino;comercio;fabrica de;castilla;3;5.0;22/11/2016;6890000.0;microempresarial
10062;10062;femenino;comercio;legumbreria;santander;2;6.0;22/10/2018;7800000.0;microempresarial
10063;10063;femenino;comercio;almacen de ropa en;manrique central no. 1;2;4.0;21/02/2018;8000000.0;microempresarial
10064;10064;femenino;industria;fabrica de;santo domingo savio ;2;1.0;15/06/2016;6890000.0;microempresarial
10065;10065;femenino;servicio;fabrica de repuestos;manrique central no. 2;2;3.0;23/11/2016;6000000.0;microempresarial
10066;10066;masculino;comercio;taller de electronica;villa niza;2;2.0;1/06/2018;6000000.0;microempresarial
10067;10067;femenino;servicio;variedades;manrique central no. 1;2;4.0;22/06/2017;7377000.0;microempresarial
10068;10068;femenino;comercio;tienda;robledo;1;7.0;15/03/2017;1500000.0;microempresarial
10069;10069;masculino;industria;panaderia;villa hermosa;3;8.0;10/06/2016;6000000.0;microempresarial
10070;10070;femenino;comercio;peluqueria;aranjuez;2;4.0;27/06/2018;7800000.0;microempresarial
10071;10071;masculino;comercio;variedades;manrique central no. 2;2;3.0;5/05/2016;1500000.0;microempresarial
10072;10072;masculino;comercio;variedades;florencia;3;5.0;24/07/2017;7370000.0;microempresarial
10073;10073;femenino;industria;fabrica de;pedregal;3;6.0;20/06/2017;4000000.0;microempresarial
10074;10074;femenino;comercio;tienda;robledo;1;7.0;2/02/2018;5000000.0;microempresarial
10075;10075;masculino;industria;fabrica de;manrique oriental;2;3.0;4/05/2018;7812000.0;microempresarial
10076;10076;masculino;servicio;mantenimiento en;santo domingo savio ;1;1.0;20/09/2018;7800000.0;microempresarial
10078;10078;femenino;comercio;variedades;robledo;3;7.0;18/04/2017;7370000.0;microempresarial
10079;10079;masculino;servicio;barberia;barrio caicedo;1;9.0;1/02/2018;5000000.0;microempresarial
10080;10080;femenino;comercio;almacen de ropa en;el socorro;2;13.0;13/10/2016;6000000.0;microempresarial
10081;10081;femenino;industria;fabrica de;moravia;1;4.0;12/06/2018;6000000.0;microempresarial
10083;10083;femenino;comercio;variedades;carpinelo;1;1.0;11/04/2018;4000000.0;microempresarial
10084;10084;masculino;servicio;organización y;belen;2;16.0;31/10/2018;7500000.0;microempresarial
10085;10085;femenino;comercio;tienda;belen;2;16.0;8/09/2017;3000000.0;microempresarial
10086;10086;femenino;industria;fabrica de;la candelaria;3;10.0;3/10/2016;4100000.0;microempresarial
10087;10087;masculino;comercio;almacen de ropa en;belen;3;16.0;19/04/2018;7812000.0;microempresarial
10088;10088;femenino;comercio;variedades;castilla;3;5.0;8/09/2016;5000000.0;microempresarial
10089;10089;femenino;comercio;variedades;tricentenario;3;5.0;24/10/2016;4000000.0;microempresarial
10090;10090;femenino;comercio;variedades;manrique central no. 2;3;3.0;18/04/2018;5500000.0;microempresarial
10091;10091;masculino;industria;fabrica de;picacho;1;6.0;7/06/2017;7300000.0;microempresarial
10092;10092;masculino;servicio;mantenimiento en;santa elena central;2;90.0;5/12/2018;7812000.0;microempresarial
10093;10093;femenino;comercio;fabrica de alimentos;boyaca;3;5.0;5/12/2017;7300000.0;microempresarial
10094;10094;femenino;industria;fabrica de;trinidad;3;15.0;27/04/2017;7377000.0;microempresarial
10095;10095;femenino;industria;fabrica de;enciso;1;8.0;9/08/2016;6890000.0;microempresarial
10096;10096;masculino;comercio;tienda;cabecera san cristobal;2;60.0;8/02/2018;7800000.0;microempresarial
10097;10097;masculino;servicio;barberia;villa niza;2;2.0;25/10/2017;7300000.0;microempresarial
10098;10098;femenino;industria;fabrica de;manrique central no. 1;1;4.0;29/03/2019;8000000.0;microempresarial
10099;10099;masculino;comercio;cafe e internet;carpinelo;1;1.0;22/09/2017;7300000.0;microempresarial
10100;10100;masculino;comercio;publicidad y;belen;2;16.0;4/12/2017;800000.0;microempresarial
10102;10102;masculino;comercio;comidas rapidas;belen;2;16.0;23/05/2019;8000000.0;microempresarial
10103;10103;masculino;comercio;variedades;santo domingo savio ;2;1.0;14/07/2017;7377000.0;microempresarial
10104;10104;masculino;comercio;cafeteria;popular;2;1.0;27/06/2018;4000000.0;microempresarial
10105;10105;masculino;comercio;tienda;santa cruz;2;2.0;14/02/2017;6000000.0;microempresarial
10106;10106;femenino;servicio;peluqueria;pedregal;3;6.0;8/09/2017;6000000.0;microempresarial
10107;10107;femenino;comercio;variedades;enciso;2;8.0;15/11/2016;4000000.0;microempresarial
10108;10108;femenino;comercio;tienda;popular;1;1.0;30/07/2018;7800000.0;microempresarial
10109;10109;femenino;comercio;joyeria;belen;2;16.0;29/09/2017;7377000.0;microempresarial
10110;10110;femenino;comercio;almacen de ropa en;manrique oriental;2;3.0;14/03/2019;3000000.0;microempresarial
10112;10112;femenino;comercio;tienda naturista;enciso;1;8.0;5/04/2018;1200000.0;microempresarial
10113;10113;femenino;comercio;miscelanea;buenos aires;2;9.0;5/08/2017;5000000.0;microempresarial
10114;10114;femenino;servicio;cafe e internet;manrique central no. 2;2;3.0;14/09/2016;6890000.0;microempresarial
10115;10115;femenino;comercio;tienda;moravia;2;4.0;7/05/2018;1000000.0;microempresarial
10116;10116;femenino;comercio;variedades;robledo;2;7.0;29/09/2017;7000000.0;microempresarial
10117;10117;femenino;servicio;comidas rapidas;popular;2;1.0;24/02/2017;7300000.0;microempresarial
10118;10118;femenino;comercio;variedades;santo domingo savio ;1;1.0;14/09/2018;7800000.0;microempresarial
10119;10119;femenino;comercio;variedades;san javier no.1;2;7.0;9/11/2018;3000000.0;microempresarial
10120;10120;femenino;industria;fabrica de;robledo;2;7.0;9/05/2017;7000000.0;microempresarial
10121;10121;masculino;comercio;tienda;san javier no.1;1;13.0;25/10/2017;7370000.0;microempresarial
10122;10122;femenino;servicio;venta de pollos;barrio caicedo;2;9.0;11/05/2017;4000000.0;microempresarial
10123;10123;masculino;industria;fabrica de;popular;2;1.0;27/09/2017;6000000.0;microempresarial
10124;10124;femenino;comercio;peluqueria;san benito;3;10.0;10/02/2016;6800000.0;microempresarial
10125;10125;femenino;industria;fabrica de;robledo;2;7.0;27/06/2019;8000000.0;microempresarial
10126;10126;femenino;industria;fabrica de;playon de los ;2;2.0;13/03/2019;7800000.0;microempresarial
10127;10127;femenino;servicio;peluqueria;andalucia;1;2.0;16/07/2018;7800000.0;microempresarial
10128;10128;femenino;comercio;tienda;belalcazar;2;5.0;12/10/2017;5000000.0;microempresarial
10129;10129;masculino;comercio;panaderia;villa hermosa;2;8.0;22/03/2018;1500000.0;microempresarial
10131;10131;femenino;comercio;almacen de ropa en;barrio caicedo;2;9.0;17/04/2018;6500000.0;microempresarial
10132;10132;masculino;servicio;comidas rapidas;la pradera;2;13.0;26/09/2016;6000000.0;microempresarial
10133;10133;femenino;comercio;almacen de ropa en;enciso;2;8.0;5/12/2017;7370000.0;microempresarial
10134;10134;femenino;comercio;variedades;robledo;2;7.0;16/03/2018;5100000.0;microempresarial
10135;10135;femenino;industria;fabrica de;calasanz;2;12.0;3/08/2017;7377000.0;microempresarial
10136;10136;masculino;industria;fabrica de;robledo;2;7.0;3/05/2019;8200000.0;microempresarial
10137;10137;femenino;comercio;tienda;santo domingo savio ;2;1.0;14/06/2018;5000000.0;microempresarial
10138;10138;femenino;comercio;variedades;santo domingo savio ;1;1.0;12/02/2018;1500000.0;microempresarial
10139;10139;femenino;industria;fabrica de;picacho;1;6.0;26/07/2018;3500000.0;microempresarial
10140;10140;masculino;comercio;almacen de ropa en;santo domingo savio ;1;1.0;30/11/2017;4000000.0;microempresarial
10141;10141;femenino;industria;fabrica de;enciso;1;8.0;10/04/2018;5000000.0;microempresarial
10142;10142;femenino;comercio;cafe e internet;santo domingo savio ;2;1.0;15/02/2018;3000000.0;microempresarial
10144;10144;masculino;comercio;charcuteria;la milagrosa;3;60.0;24/03/2017;7370000.0;microempresarial
10145;10145;masculino;comercio;cafeteria;san javier no.1;1;13.0;6/02/2017;4400000.0;credioportuno
10147;10147;femenino;comercio;variedades;manrique central no. 2;1;3.0;1/06/2018;5000000.0;microempresarial
10148;10148;masculino;industria;variedades;trinidad;2;15.0;23/02/2018;6000000.0;microempresarial
10149;10149;masculino;industria;fabrica de;guayabal;2;15.0;30/03/2017;6000000.0;microempresarial
10150;10150;femenino;servicio;cafeteria;buenos aires;3;9.0;18/08/2017;6000000.0;microempresarial
10151;10151;masculino;comercio;tienda;centro admtivo;1;10.0;31/08/2017;750000.0;microempresarial
10152;10152;femenino;servicio;tienda;suburbano barro ;2;90.0;26/07/2017;7370000.0;microempresarial
10153;10153;femenino;comercio;comidas rapidas;cabecera san antonio ;2;80.0;13/06/2017;4000000.0;microempresarial
10154;10154;femenino;comercio;papeleria;manrique central no. 2;1;3.0;16/02/2018;4000000.0;microempresarial
10155;10155;femenino;comercio;almacen de ropa en;popular;2;1.0;15/06/2017;6000000.0;microempresarial
10156;10156;femenino;comercio;variedades;santa elena central;2;90.0;30/01/2018;5000000.0;microempresarial
10157;10157;femenino;comercio;variedades;barrio caicedo;2;9.0;31/10/2017;4000000.0;credioportuno
10158;10158;masculino;comercio;tienda;campo valdes no. 1;2;4.0;12/02/2018;7800000.0;microempresarial
10159;10159;femenino;servicio;tienda;belen;2;16.0;27/09/2017;7377000.0;microempresarial
10160;10160;femenino;industria;fabrica de;buenos aires;3;9.0;28/11/2018;7800000.0;microempresarial
10161;10161;masculino;industria;fabrica de;antonio nariño;2;13.0;14/03/2018;7800000.0;microempresarial
10162;10162;femenino;comercio;ebanistaria;boyaca;3;5.0;29/08/2017;7000000.0;microempresarial
10163;10163;femenino;comercio;variedades;kennedy;2;6.0;20/11/2018;6000000.0;microempresarial
10164;10164;femenino;servicio;variedades;belen;3;16.0;7/12/2016;20000000.0;empresarial ed. 
10165;10165;femenino;comercio;variedades;cabecera san cristobal;2;60.0;11/10/2017;4000000.0;microempresarial
10166;10166;femenino;industria;fabrica de;20 de julio;1;13.0;23/02/2018;7000000.0;microempresarial
10167;10167;masculino;comercio;variedades;villa hermosa;3;8.0;25/07/2018;7800000.0;microempresarial
10168;10168;femenino;industria;fabrica de;manrique central no. 2;2;3.0;28/02/2017;30000000.0;empresarial ed. 
10169;10169;masculino;comercio;mantenimiento en;aranjuez;2;4.0;3/10/2018;3000000.0;microempresarial
10170;10170;masculino;comercio;ferreteria;manrique central no. 2;1;3.0;18/10/2018;4500000.0;microempresarial
10171;10171;masculino;comercio;fabrica de;robledo;2;7.0;29/11/2016;4000000.0;microempresarial
10172;10172;femenino;industria;fabrica de;popular;2;1.0;18/11/2016;2000000.0;microempresarial
10174;10174;masculino;comercio;variedades;doce de octubre no.1;2;6.0;2/02/2018;7000000.0;microempresarial
10175;10175;femenino;industria;fabrica de;aranjuez;3;4.0;18/05/2018;5500000.0;microempresarial
10176;10176;femenino;comercio;papeleria;guayabal;2;15.0;27/07/2018;2500000.0;microempresarial
10177;10177;femenino;comercio;comidas rapidas;robledo;1;7.0;20/06/2018;4000000.0;microempresarial
10178;10178;masculino;comercio;granero;villa hermosa;1;8.0;27/02/2018;3000000.0;microempresarial
10179;10179;masculino;servicio;mantenimiento en;robledo;2;7.0;11/10/2018;7000000.0;microempresarial
10180;10180;femenino;agropecuaria;criadero de animales;belen;2;16.0;13/02/2019;1000000.0;microempresarial
10181;10181;femenino;industria;fabrica de calzado;enciso;3;8.0;8/02/2018;7500000.0;microempresarial
10182;10182;femenino;servicio;cafe e internet;manrique central no. 2;1;3.0;3/08/2016;5000000.0;microempresarial
10183;10183;femenino;comercio;variedades;cabecera san antonio ;2;80.0;17/02/2017;6000000.0;microempresarial
10184;10184;femenino;comercio;tienda;olaya herrera;1;7.0;10/04/2019;6000000.0;microempresarial
10185;10185;femenino;servicio;productos de belleza;santa cruz;2;2.0;29/03/2019;6000000.0;microempresarial
10186;10186;femenino;comercio;comidas rapidas;manrique central no. 2;3;3.0;23/11/2018;5000000.0;microempresarial
10187;10187;femenino;industria;fabrica de;belen;3;16.0;29/02/2016;4000000.0;microempresarial
10188;10188;masculino;industria;cerrajeria;manrique oriental;2;3.0;22/04/2016;8000000.0;microempresarial
10189;10189;femenino;industria;fabrica de;manrique central no. 1;2;4.0;7/11/2018;7800000.0;microempresarial
10190;10190;femenino;comercio;almacen de ropa en;villa hermosa;3;8.0;16/01/2018;7000000.0;microempresarial
10191;10191;femenino;comercio;almacen de ropa en;buenos aires;2;9.0;17/04/2017;4400000.0;microempresarial
10192;10192;femenino;industria;fabrica de;la milagrosa;3;9.0;15/05/2019;7000000.0;microempresarial
10193;10193;masculino;comercio;miscelanea;enciso;2;8.0;7/02/2019;3000000.0;microempresarial
10194;10194;masculino;comercio;tienda;enciso;2;8.0;9/04/2019;8200000.0;microempresarial
10195;10195;femenino;comercio;licorera;barrio caicedo;2;9.0;7/09/2016;6800000.0;microempresarial
10197;10197;masculino;comercio;legumbreria;playon de los ;1;2.0;11/04/2016;6890000.0;microempresarial
10198;10198;masculino;comercio;charcuteria;villa niza;2;2.0;20/03/2018;7800000.0;microempresarial
10200;10200;masculino;comercio;fabrica de;el salvador;2;9.0;30/01/2018;7800000.0;microempresarial
10201;10201;femenino;servicio;peluqueria;popular;2;1.0;18/02/2019;8200000.0;microempresarial
10202;10202;masculino;comercio;comidas rapidas;andalucia;2;2.0;13/03/2017;7300000.0;microempresarial
10203;10203;femenino;comercio;tienda;robledo;1;7.0;20/12/2018;6500000.0;microempresarial
10204;10204;masculino;comercio;tienda;doce de octubre no.1;1;6.0;21/05/2018;7800000.0;microempresarial
10205;10205;femenino;comercio;carniceria;20 de julio;2;13.0;10/03/2017;6000000.0;microempresarial
10206;10206;femenino;comercio;fabrica de calzado;aranjuez;3;4.0;19/11/2018;7800000.0;microempresarial
10207;10207;femenino;comercio;variedades;belalcazar;3;5.0;9/11/2017;7000000.0;microempresarial
10208;10208;masculino;servicio;mantenimiento en;la pradera;3;13.0;21/05/2018;6000000.0;microempresarial
10209;10209;femenino;industria;fabrica de;belen;2;16.0;28/03/2016;5000000.0;microempresarial
10210;10210;femenino;comercio;peluqueria;robledo;2;7.0;17/07/2018;7800000.0;microempresarial
10211;10211;femenino;servicio;tienda;aranjuez;3;4.0;19/11/2016;6000000.0;microempresarial
10212;10212;femenino;agropecuaria;tienda;buenos aires;3;9.0;8/05/2019;8000000.0;microempresarial
10213;10213;femenino;industria;fabrica de;robledo;2;7.0;13/08/2018;6000000.0;microempresarial
10214;10214;femenino;servicio;peluqueria;aranjuez;3;4.0;31/07/2017;7300000.0;microempresarial
10215;10215;masculino;servicio;mantenimiento en;pedregal;3;6.0;10/12/2018;7800000.0;microempresarial
10216;10216;femenino;comercio;variedades;castilla;3;5.0;7/09/2017;73000000.0;microempresarial
10217;10217;femenino;industria;fabrica de alimentos;guayabal;3;15.0;5/10/2017;3000000.0;microempresarial
10219;10219;femenino;comercio;variedades;moravia;2;4.0;8/11/2016;3000000.0;microempresarial
10220;10220;femenino;servicio;restaurante;cabecera san antonio ;1;80.0;6/10/2017;6000000.0;microempresarial
10221;10221;femenino;comercio;variedades;robledo;2;7.0;6/04/2016;3000000.0;microempresarial
10222;10222;femenino;servicio;peluqueria;barrio caicedo;2;9.0;23/04/2018;4000000.0;microempresarial
10224;10224;femenino;comercio;fabrica de calzado;castilla;3;5.0;9/05/2018;7800000.0;microempresarial
10225;10225;femenino;comercio;comidas rapidas;la milagrosa;3;9.0;11/05/2018;1200000.0;microempresarial
10226;10226;femenino;industria;fabrica de;buenos aires;2;9.0;17/03/2017;7377000.0;microempresarial
10227;10227;masculino;comercio;comidas rapidas;el poblado;3;14.0;4/02/2016;6443500.0;microempresarial
10229;10229;femenino;industria;fabrica de;manrique oriental;2;3.0;22/05/2019;6000000.0;microempresarial
10230;10230;femenino;comercio;legumbreria;la pradera;2;13.0;23/11/2016;3000000.0;microempresarial
10231;10231;femenino;industria;variedades;el salvador;3;9.0;7/12/2016;6890000.0;microempresarial
10232;10232;femenino;servicio;peluqueria;popular;1;1.0;29/08/2018;4500000.0;microempresarial
10233;10233;femenino;comercio;recreativo educativo;bel¿n;3;16.0;15/02/2016;6890000.0;microempresarial
10234;10234;femenino;servicio;peluqueria;castilla;3;5.0;26/04/2019;7500000.0;microempresarial
10235;10235;masculino;servicio;lavanderia;nuevos conquistadores;1;13.0;18/12/2017;2500000.0;microempresarial
10236;10236;femenino;comercio;almacen de ropa en;campo valdes no. 1;3;4.0;6/06/2017;700000.0;microempresarial
10237;10237;masculino;comercio;taller de mecanica;el salvador;3;9.0;29/08/2018;7800000.0;microempresarial
10238;10238;femenino;comercio;comidas rapidas;el salvador;3;9.0;24/01/2018;1000000.0;microempresarial
10240;10240;femenino;comercio;almacen de ropa en;robledo;2;7.0;11/12/2017;4500000.0;microempresarial
10241;10241;masculino;comercio;variedades;aranjuez;3;4.0;10/08/2018;7000000.0;microempresarial
10242;10242;femenino;comercio;tienda;cabecera san antonio ;1;80.0;11/10/2018;1000000.0;microempresarial
10243;10243;masculino;industria;panaderia;cabecera san antonio ;2;80.0;6/05/2016;4000000.0;microempresarial
10245;10245;masculino;industria;carpinteria;boston;3;10.0;15/03/2018;7800000.0;microempresarial
10246;10246;masculino;industria;cerrajeria;la milagrosa;2;9.0;18/05/2018;2500000.0;microempresarial
10247;10247;femenino;industria;fabrica de;la libertad;2;8.0;2/08/2018;5200000.0;microempresarial
10249;10249;masculino;agropecuaria;criadero de animales;picachito;1;6.0;16/05/2016;4000000.0;agropecuaria
10250;10250;femenino;industria;fabrica de ceramica;robledo;1;7.0;11/10/2018;7800000.0;microempresarial
10251;10251;femenino;industria;fabrica de;belen;2;16.0;12/06/2017;7300000.0;microempresarial
10252;10252;femenino;comercio;variedades;belencito;2;13.0;21/11/2018;7800000.0;microempresarial
10253;10253;femenino;industria;fabrica de;picachito;1;6.0;12/10/2018;6000000.0;microempresarial
10254;10254;femenino;servicio;peluqueria;campo valdes no. 1;3;4.0;13/04/2018;7800000.0;microempresarial
10255;10255;masculino;comercio;tienda;cabecera san cristobal;1;60.0;1/06/2017;7300000.0;microempresarial
10256;10256;femenino;comercio;comidas rapidas;popular;2;1.0;3/02/2017;2000000.0;microempresarial
10257;10257;femenino;comercio;carniceria;castilla;3;5.0;11/07/2018;7800000.0;microempresarial
10258;10258;femenino;agropecuaria;venta de pollos;cabecera san cristobal;2;60.0;14/05/2019;10000000.0;agropecuaria
10259;10259;masculino;comercio;legumbreria;manrique oriental;1;3.0;22/12/2017;4000000.0;microempresarial
10260;10260;femenino;industria;fabrica de;loreto;3;9.0;24/04/2018;7000000.0;microempresarial
10261;10261;femenino;industria;fabrica de;castilla;3;5.0;4/07/2017;5000000.0;microempresarial
10262;10262;femenino;comercio;comidas rapidas;santa cruz;2;2.0;27/06/2017;7370000.0;microempresarial
10263;10263;femenino;servicio;comidas rapidas;20 de julio;2;13.0;10/11/2016;6000000.0;microempresarial
10264;10264;masculino;comercio;barberia;picachito;2;6.0;31/03/2017;3000000.0;microempresarial
10266;10266;femenino;comercio;variedades;castilla;3;5.0;1/11/2018;7800000.0;microempresarial
10267;10267;masculino;comercio;fabrica de helados;picachito;1;6.0;3/03/2017;2500000.0;microempresarial
10268;10268;masculino;comercio;variedades;manrique central no. 1;3;4.0;17/03/2017;6000000.0;microempresarial
10269;10269;masculino;comercio;legumbreria;manrique central no. 1;1;4.0;26/07/2017;6000000.0;microempresarial
10270;10270;femenino;industria;fabrica de calzado;santa cruz;2;2.0;15/01/2019;8200000.0;microempresarial
10271;10271;femenino;comercio;tienda;cabecera san cristobal;2;60.0;30/12/2016;6800000.0;microempresarial
10272;10272;masculino;comercio;distribuidora de;alfonso lopez;3;5.0;17/06/2016;6890000.0;microempresarial
10273;10273;femenino;comercio;variedades;belen;2;16.0;20/01/2017;6000000.0;microempresarial
10274;10274;femenino;comercio;variedades;trinidad;3;15.0;23/10/2017;7000000.0;microempresarial
10275;10275;femenino;comercio;peluqueria;boston;3;10.0;14/02/2017;4000000.0;microempresarial
10276;10276;femenino;industria;variedades;altavista;2;70.0;24/07/2017;7300000.0;microempresarial
10277;10277;femenino;comercio;tienda de helados;moravia;2;4.0;16/06/2016;4500000.0;microempresarial
10278;10278;masculino;comercio;ferreteria;la candelaria;2;10.0;25/01/2019;8280000.0;microempresarial
10279;10279;femenino;industria;fabrica de;manrique central no. 1;2;4.0;14/11/2018;7000000.0;microempresarial
10280;10280;femenino;industria;fabrica de;manrique central no. 1;3;4.0;29/09/2017;5000000.0;microempresarial
10281;10281;femenino;industria;fabrica de;manrique central no. 1;2;4.0;7/12/2018;6000000.0;microempresarial
10282;10282;femenino;comercio;tienda;castilla;3;5.0;1/06/2016;6890000.0;microempresarial
10283;10283;femenino;comercio;variedades;robledo;2;7.0;16/05/2017;5000000.0;microempresarial
10284;10284;femenino;servicio;peluqueria;moravia;1;4.0;16/02/2017;4000000.0;microempresarial
10285;10285;femenino;industria;fabrica de;campo valdes no. 1;3;4.0;7/03/2017;7377000.0;microempresarial
10286;10286;masculino;industria;fabrica de;belen;2;16.0;6/09/2017;6500000.0;microempresarial
10287;10287;masculino;comercio;almacen de ropa en;santa cruz;2;2.0;26/01/2017;6300000.0;microempresarial
10288;10288;masculino;comercio;tienda;san german;1;7.0;28/08/2017;7000000.0;microempresarial
10289;10289;femenino;servicio;comidas rapidas;manrique oriental;2;3.0;12/07/2017;4400000.0;microempresarial
10290;10290;femenino;comercio;almacen de ropa en;belen;3;16.0;21/11/2018;4500000.0;microempresarial
10291;10291;masculino;comercio;taller de mecanica;aranjuez;3;4.0;28/03/2017;7000000.0;microempresarial
10292;10292;masculino;servicio;mantenimiento en;el pinal;1;8.0;7/06/2016;6000000.0;microempresarial
10293;10293;femenino;comercio;variedades;kennedy;2;6.0;7/07/2016;6800000.0;microempresarial
10294;10294;femenino;servicio;papeleria;girardot;3;5.0;28/01/2019;8000000.0;microempresarial
10295;10295;femenino;comercio;variedades;popular;2;1.0;17/02/2017;7377000.0;microempresarial
10296;10296;femenino;comercio;ferreteria;robledo;2;7.0;28/11/2017;7300000.0;microempresarial
10297;10297;masculino;comercio;variedades;cabecera san cristobal;2;60.0;17/03/2017;7000000.0;microempresarial
10298;10298;masculino;comercio;tienda;cabecera san cristobal;1;60.0;16/04/2018;6000000.0;microempresarial
10299;10299;femenino;comercio;comidas rapidas;robledo;2;7.0;4/10/2016;6890000.0;microempresarial
10300;10300;femenino;comercio;comidas rapidas;blanquizal;1;13.0;23/02/2018;1000000.0;microempresarial
10301;10301;masculino;servicio;fotografia;robledo;2;7.0;9/08/2017;6000000.0;microempresarial
10302;10302;masculino;comercio;carpinteria;castilla;3;5.0;3/05/2017;7300000.0;microempresarial
10303;10303;femenino;industria;fabrica de;florencia;3;5.0;13/07/2017;7377000.0;microempresarial
10304;10304;femenino;comercio;variedades;manrique central no. 1;2;4.0;26/10/2018;17187324.0;empresarial ed. 
10305;10305;masculino;industria;fabrica de muebles;santo domingo savio ;2;1.0;16/05/2018;4000000.0;microempresarial
10306;10306;masculino;industria;fabrica de;castilla;1;5.0;19/04/2018;2500000.0;microempresarial
10307;10307;masculino;industria;fabrica de muebles;picachito;1;6.0;8/05/2018;7800000.0;microempresarial
10308;10308;femenino;industria;miscelanea;manrique central no. 1;2;4.0;1/03/2017;6890000.0;microempresarial
10309;10309;femenino;industria;variedades;carpinelo;1;1.0;4/04/2018;5000000.0;microempresarial
10310;10310;femenino;servicio;peluqueria;santa cruz;2;2.0;2/05/2018;7800000.0;microempresarial
10311;10311;masculino;comercio;variedades;manrique central no. 2;2;3.0;26/02/2018;5000000.0;microempresarial
10312;10312;femenino;comercio;almacen de ropa en;la esperanza;1;6.0;12/04/2018;1200000.0;microempresarial
10313;10313;masculino;comercio;tienda;granizal;2;1.0;20/11/2018;6000000.0;microempresarial
10314;10314;femenino;comercio;variedades;san javier no.1;2;13.0;4/01/2019;6000000.0;microempresarial
10315;10315;masculino;comercio;variedades;castilla;3;5.0;1/02/2018;7000000.0;microempresarial
10316;10316;femenino;industria;fabrica de;playon de los ;2;2.0;21/11/2018;7800000.0;microempresarial
10317;10317;femenino;servicio;peluqueria;doce de octubre no.1;2;6.0;20/04/2018;6000000.0;microempresarial
10318;10318;femenino;industria;mantenimiento en;buenos aires;2;4.0;28/08/2018;4000000.0;microempresarial
10319;10319;femenino;servicio;recreativo educativo;popular;2;1.0;14/07/2016;6500000.0;microempresarial
10320;10320;masculino;servicio;tienda;santo domingo savio ;1;1.0;25/10/2018;3000000.0;microempresarial
10321;10321;masculino;industria;variedades;manrique central no. 2;2;3.0;1/08/2018;7800000.0;microempresarial
10322;10322;masculino;servicio;cafe e internet;belen;2;16.0;15/05/2018;7800000.0;microempresarial
10323;10323;masculino;comercio;legumbreria;calasanz;3;12.0;20/11/2018;5000000.0;microempresarial
10324;10324;masculino;industria;joyeria;robledo;2;7.0;18/02/2016;6890000.0;microempresarial
10325;10325;femenino;comercio;miscelanea;castilla;3;5.0;24/03/2017;7000000.0;microempresarial
10326;10326;femenino;comercio;variedades;cabecera san antonio ;2;80.0;25/04/2017;5000000.0;microempresarial
10327;10327;masculino;comercio;tienda;campo valdes no. 2;3;3.0;19/01/2017;73770000.0;microempresarial
10328;10328;femenino;comercio;variedades;enciso;2;8.0;4/04/2017;6000000.0;microempresarial
10329;10329;femenino;comercio;legumbreria;robledo;1;7.0;31/05/2016;1500000.0;microempresarial
10330;10330;masculino;comercio;variedades;los mangos;2;8.0;20/06/2017;4000000.0;microempresarial
10331;10331;femenino;servicio;peluqueria;andalucia;2;2.0;8/03/2018;6000000.0;microempresarial
10332;10332;femenino;industria;fabrica de;manrique central no. 1;2;4.0;7/06/2018;5000000.0;microempresarial
10333;10333;masculino;industria;fabrica de;popular;2;1.0;14/12/2017;7000000.0;microempresarial
10334;10334;femenino;comercio;tienda;alfonso lopez;3;5.0;13/03/2018;7800000.0;microempresarial
10335;10335;masculino;comercio;variedades;manrique oriental;3;3.0;18/06/2018;7000000.0;microempresarial
10336;10336;masculino;servicio;cafe e internet;san javier no.1;3;13.0;29/12/2016;10000000.0;empresarial ed. 
10337;10337;masculino;comercio;marqueteria;campo valdes no. 1;3;4.0;12/03/2018;2000000.0;microempresarial
10338;10338;masculino;comercio;tienda;san jose de la cima no. ;1;3.0;3/08/2016;2000000.0;microempresarial
